model,frame,instance_index,local_frame,molecule_index,species,n_atoms,atom_indices,oxygen_atom_index,hydrogen_atom_indices,molecule_track_id,formula_symbols,formal_charge_sum_e,dft_raw_iao_charge_sum_e,dft_iao_charge_e,mlip_predicted_charge_e,error_e,abs_error_e,centroid_x_A,centroid_y_A,centroid_z_A
polar1s,122,12,2,7,HO,2,15 10,15,10,O:15,O H,-1.0,2.11675,0.11674999999999996,0.1570698022837,0.040319802283700024,0.040319802283700024,10.276576505000001,12.695321355,10.684170380000001
polar1s,122,12,2,8,H2O,3,11 23 24,11,23 24,O:11,O H H,0.0,2.0495330000000003,0.049532999999999994,0.142301976681,0.09276897668100001,0.09276897668100001,12.507179916666667,10.75868852,9.726130896666668
polar1s,122,12,2,9,H2O,3,27 16 26,27,16 26,O:27,O H H,0.0,2.06713,0.06713000000000002,0.13560459017700005,0.06847459017700003,0.06847459017700003,9.070082453333333,13.009196323333333,15.283271066666666
polar1s,123,12,3,0,H2O,3,22 0 17,22,0 17,O:22,O H H,0.0,1.9330720000000001,-0.06692799999999993,0.03904160857100003,0.10596960857099996,0.10596960857099996,9.98206276,14.50590819,13.731298226666667
polar1s,123,12,3,1,H2O,3,1 12 16,1,12 16,O:1,O H H,0.0,2.045036,0.045036000000000076,0.12829613685599997,0.0832601368559999,0.0832601368559999,9.698200576666666,12.018178393333335,13.266488196666666
polar1s,123,12,3,2,H2O,3,18 2 13,18,2 13,O:18,O H H,0.0,2.115225,0.11522500000000013,0.10055643320000002,-0.014668566800000116,0.014668566800000116,12.071912396666667,12.768800553333334,14.40730517
polar1s,123,12,3,3,H2,2,3 9,,3 9,H2:3-9,H H,2.0,0.230586,0.230586,0.0649163722992,-0.16566962770080002,0.16566962770080002,11.784496155,12.28770416,11.740875814999999
polar1s,123,12,3,4,H2O,3,6 4 21,6,4 21,O:6,O H H,0.0,2.27934,0.2793400000000001,0.09917794167999996,-0.18016205832000012,0.18016205832000012,11.22327029,9.959400866666668,12.504787996666666
polar1s,123,12,3,5,H2O,3,15 5 14,15,5 14,O:15,O H H,0.0,2.135307,0.13530700000000007,0.08743810653699999,-0.04786889346300008,0.04786889346300008,14.187069889999998,11.403563643333333,11.394726686666667
polar1s,123,12,3,6,HO,2,10 7,10,7,O:10,O H,-1.0,2.07791,0.07791000000000003,0.099654227495,0.021744227494999963,0.021744227494999963,10.072439880000001,12.863611115000001,10.619769965
polar1s,123,12,3,7,H2O,3,8 19 20,8,19 20,O:8,O H H,0.0,2.046096,0.046096000000000026,0.13351726532,0.08742126531999997,0.08742126531999997,12.151163813333334,10.97142983,9.685097873333333
polar1s,123,12,3,8,H2O,3,24 11 23,24,11 23,O:24,O H H,0.0,2.137427,0.13742700000000008,0.24740207195299999,0.10997507195299991,0.10997507195299991,8.772773683333334,13.183007453333333,15.189926573333333
polar1s,124,12,4,0,H2O,3,0 6 17,0,6 17,O:0,O H H,0.0,2.1555,0.15549999999999992,0.06444208323999998,-0.09105791675999994,0.09105791675999994,13.782229936666667,10.575128913333334,14.248143903333334
polar1s,124,12,4,1,H2O,3,1 12 16,1,12 16,O:1,O H H,0.0,2.093726,0.09372599999999992,0.17055843770500004,0.07683243770500012,0.07683243770500012,9.501678336666666,12.068062496666668,13.27760504
polar1s,124,12,4,2,H2O,3,20 2 13,20,2 13,O:20,O H H,0.0,2.18442,0.18441999999999992,0.14138498902300004,-0.04303501097699988,0.04303501097699988,11.936090816666669,12.915699403333335,14.388890799999999
polar1s,124,12,4,3,H2,2,3 10,,3 10,H2:3-10,H H,2.0,0.154461,0.154461,0.046447947621299994,-0.10801305237869999,0.10801305237869999,11.734809705,12.280152489999999,11.790778645
polar1s,124,12,4,4,H2O,3,7 4 24,7,4 24,O:7,O H H,0.0,2.193961,0.193961,0.126401886344,-0.06755911365600001,0.06755911365600001,11.041695173333332,9.974468043333333,12.466848943333332
polar1s,124,12,4,5,H2O,3,15 5 14,15,5 14,O:15,O H H,0.0,2.124932,0.12493199999999993,0.13925111293800002,0.01431911293800009,0.01431911293800009,13.964446166666667,11.474105163333334,11.492095703333334
polar1s,124,12,4,6,HO,2,11 8,11,8,O:11,O H,-1.0,2.0403789999999997,0.04037899999999989,0.066995754838,0.026616754838000106,0.026616754838000106,9.84393511,12.89330702,10.654808765
polar1s,124,12,4,7,H2O,3,9 21 22,9,21 22,O:9,O H H,0.0,2.005283,0.005283000000000093,0.12113097310099999,0.1158479731009999,0.1158479731009999,11.823593456666666,11.108608923333334,9.69793328
polar1s,124,12,4,8,H2O,3,18 19 23,18,19 23,O:18,O H H,0.0,2.0473410000000003,0.04734100000000008,0.123386695981,0.07604569598099992,0.07604569598099992,13.25630374,9.282477843333334,16.49639292
polar1s,125,12,5,0,H2O,3,0 6 19,0,6 19,O:0,O H H,0.0,2.146373,0.14637299999999992,0.042956158518999976,-0.10341684148099994,0.10341684148099994,13.701568256666668,10.50888544,14.348222606666667
polar1s,125,12,5,1,H2O,3,1 14 18,1,14 18,O:1,O H H,0.0,2.14252,0.14252000000000004,0.159766599536,0.017246599535999968,0.017246599535999968,9.439417823333333,12.056670556666667,13.319668406666665
polar1s,125,12,5,2,H2O,3,22 2 15,22,2 15,O:22,O H H,0.0,2.193963,0.193963,0.15188941359599997,-0.042073586404000024,0.042073586404000024,11.92972812,12.949672193333333,14.410618593333334
polar1s,125,12,5,3,H2,2,3 11,,3 11,H2:3-11,H H,2.0,0.053607999999999996,0.053607999999999996,-0.054775834083520006,-0.10838383408352001,0.10838383408352001,11.770053375,12.18232375,11.89932551
polar1s,125,12,5,4,H2O,3,7 4 26,7,4 26,O:7,O H H,0.0,2.132406,0.13240600000000002,0.130051001906,-0.002354998094000027,0.002354998094000027,10.989626866666669,9.88990329,12.494283009999998
polar1s,125,12,5,5,H2O,3,17 5 16,17,5 16,O:17,O H H,0.0,2.118207,0.11820700000000006,0.09811089932900002,-0.02009610067100004,0.02009610067100004,13.849371943333333,11.471911896666667,11.633157953333333
polar1s,125,12,5,6,HO,2,12 8,12,8,O:12,O H,-1.0,2.023604,0.02360400000000007,0.023511976003000007,-9.202399700006247e-05,9.202399700006247e-05,9.748393924999998,12.838136665,10.735801515
polar1s,125,12,5,7,H2O,3,9 23 24,9,23 24,O:9,O H H,0.0,2.003086,0.0030860000000000887,0.14614112675200003,0.14305512675199994,0.14305512675199994,11.672382206666667,11.117269756666667,9.769270776666666
polar1s,125,12,5,8,H2O,3,13 10 27,13,10 27,O:13,O H H,0.0,2.144454,0.14445400000000003,0.198306336999,0.05385233699899997,0.05385233699899997,15.209803806666665,10.855607696666667,9.502059293333334
polar1s,125,12,5,9,H2O,3,20 21 25,20,21 25,O:20,O H H,0.0,2.041779,0.041779000000000066,0.10404258966500002,0.06226358966499995,0.06226358966499995,13.215365239999999,9.256223123333333,16.67250983
polar1s,126,12,6,0,H2O,3,0 6 17,0,6 17,O:0,O H H,0.0,2.08526,0.08526,0.073540925979,-0.011719074021000003,0.011719074021000003,13.57043764,10.592834543333334,14.361328796666667
polar1s,126,12,6,1,H2O,3,1 12 16,1,12 16,O:1,O H H,0.0,2.156972,0.156972,0.189594447613,0.03262244761300001,0.03262244761300001,9.330269453333335,12.190207943333334,13.316923486666667
polar1s,126,12,6,2,H2O,3,18 2 13,18,2 13,O:18,O H H,0.0,2.152086,0.152086,0.15941004455099997,0.00732404455099997,0.00732404455099997,11.824708656666665,13.047603353333335,14.399723536666665
polar1s,126,12,6,3,H2,2,3 10,,3 10,H2:3-10,H H,2.0,0.129866,0.129866,0.04117482900621,-0.08869117099379001,0.08869117099379001,11.676962015,12.21956317,11.942791204999999
polar1s,126,12,6,4,H2O,3,7 4 21,7,4 21,O:7,O H H,0.0,2.210715,0.21071499999999993,0.17305915057700003,-0.037655849422999904,0.037655849422999904,10.889459813333332,9.933455336666666,12.451519480000002
polar1s,126,12,6,5,H2O,3,15 5 14,15,5 14,O:15,O H H,0.0,2.168787,0.1687869999999999,0.186587929726,0.017800929726000086,0.017800929726000086,13.714051403333334,11.59702323,11.704648073333333
polar1s,126,12,6,6,HO,2,11 8,11,8,O:11,O H,-1.0,2.0794740000000003,0.07947400000000004,0.029542237519999986,-0.04993176248000006,0.04993176248000006,9.66535107,12.957128405,10.72258642
polar1s,126,12,6,7,H2O,3,9 19 20,9,19 20,O:9,O H H,0.0,2.01684,0.01684000000000002,0.14709021151100002,0.130250211511,0.130250211511,11.534866433333335,11.20777733,9.795467826666666
polar1s,127,12,7,0,H2O,3,0 6 18,0,6 18,O:0,O H H,0.0,1.9666470000000003,-0.03335299999999991,0.009118616580999994,0.042471616580999905,0.042471616580999905,13.603464053333333,10.6718381,14.368546836666667
polar1s,127,12,7,1,H2O,3,1 13 17,1,13 17,O:1,O H H,0.0,2.090245,0.09024499999999991,0.151760429144,0.0615154291440001,0.0615154291440001,9.401910463333333,12.32146137,13.338406826666665
polar1s,127,12,7,2,H2O,3,19 2 14,19,2 14,O:19,O H H,0.0,2.0886609999999997,0.08866099999999988,0.151021942497,0.06236094249700011,0.06236094249700011,11.914283926666668,13.108704836666666,14.37986636
polar1s,127,12,7,3,H2,2,3 11,,3 11,H2:3-11,H H,2.0,0.14319199999999999,0.14319199999999999,0.01769167184832,-0.12550032815168,0.12550032815168,11.673021349999999,12.253613305,11.985099455
polar1s,127,12,7,4,H2O,3,7 4 23,7,4 23,O:7,O H H,0.0,2.286403,0.28640299999999996,0.184808284044,-0.10159471595599998,0.10159471595599998,10.97893535,9.974798043333331,12.44698162
polar1s,127,12,7,5,H2O,3,16 5 15,16,5 15,O:16,O H H,0.0,2.121972,0.12197199999999997,0.13632762432099996,0.014355624320999988,0.014355624320999988,13.77417292,11.706640713333334,11.764695543333332
polar1s,127,12,7,6,HO,2,12 8,12,8,O:12,O H,-1.0,2.1098600000000003,0.10986000000000007,-0.011790186167000005,-0.12165018616700007,0.12165018616700007,9.688124904999999,13.028492595,10.75665132
polar1s,127,12,7,7,H2O,3,9 21 22,9,21 22,O:9,O H H,0.0,2.0348699999999997,0.0348699999999999,0.129576548933,0.0947065489330001,0.0947065489330001,11.592895303333334,11.247952406666668,9.823219396666667
polar1s,127,12,7,8,H2O,3,10 20 24,10,20 24,O:10,O H H,0.0,2.158151,0.15815099999999999,0.231484755874,0.07333375587400001,0.07333375587400001,12.89225999,8.823173066666667,14.295831326666667
polar1s,128,12,8,0,H2O,3,0 6 18,0,6 18,O:0,O H H,0.0,1.98842,-0.01158000000000009,0.021251246332999962,0.03283124633300005,0.03283124633300005,13.81282931,10.69475439,14.408489646666666
polar1s,128,12,8,1,H2O,3,1 13 17,1,13 17,O:1,O H H,0.0,2.103106,0.10310599999999992,0.142611116171,0.03950511617100008,0.03950511617100008,9.642430066666668,12.400484536666667,13.355752383333332
polar1s,128,12,8,2,H2O,3,19 2 14,19,2 14,O:19,O H H,0.0,2.097776,0.09777600000000009,0.169840067625,0.07206406762499992,0.07206406762499992,12.206855216666668,13.108849673333333,14.377853629999999
polar1s,128,12,8,3,H2,2,3 11,,3 11,H2:3-11,H H,2.0,0.086062,0.086062,-0.0533848553896,-0.1394468553896,0.1394468553896,11.79025265,12.23241955,12.03009086
polar1s,128,12,8,4,H2O,3,7 4 23,7,4 23,O:7,O H H,0.0,2.257866,0.257866,0.180159419774,-0.077706580226,0.077706580226,11.26771557,9.97400467,12.523440586666666
polar1s,128,12,8,5,H2O,3,16 5 15,16,5 15,O:16,O H H,0.0,2.0829940000000002,0.08299400000000007,0.12116083502700001,0.03816683502699994,0.03816683502699994,13.949032126666667,11.763238246666667,11.847089793333334
polar1s,128,12,8,6,HO,2,12 8,12,8,O:12,O H,-1.0,2.191798,0.19179800000000008,0.041529834271000016,-0.15026816572900006,0.15026816572900006,9.874392884999999,13.02205284,10.822141479999999
polar1s,128,12,8,7,H2O,3,9 21 22,9,21 22,O:9,O H H,0.0,2.041316,0.041315999999999964,0.150147736073,0.10883173607300003,0.10883173607300003,11.819775563333332,11.234372989999999,9.8657056
polar1s,128,12,8,8,H2O,3,10 20 24,10,20 24,O:10,O H H,0.0,2.150664,0.1506639999999999,0.22668452560900001,0.0760205256090001,0.0760205256090001,13.099614953333335,8.803394836666667,14.360677256666667
polar1s,129,12,9,0,H2O,3,0 6 17,0,6 17,O:0,O H H,0.0,2.03953,0.039530000000000065,0.10547590255699998,0.06594590255699992,0.06594590255699992,13.949988266666665,10.861043386666665,14.487219703333333
polar1s,129,12,9,1,H2O,3,1 12 16,1,12 16,O:1,O H H,0.0,2.046266,0.046265999999999974,0.141179084778,0.09491308477800003,0.09491308477800003,9.80772554,12.567362653333333,13.397415036666667
polar1s,129,12,9,2,H2O,3,18 2 13,18,2 13,O:18,O H H,0.0,2.102698,0.10269800000000001,0.15422736108300003,0.05152936108300002,0.05152936108300002,12.338011926666667,13.1808995,14.482296503333332
polar1s,129,12,9,3,H2,2,3 10,,3 10,H2:3-10,H H,2.0,0.23107300000000003,0.23107300000000003,0.0971564054489,-0.13391659455110003,0.13391659455110003,11.794301950000001,12.339192645,12.078260055000001
polar1s,129,12,9,4,H2O,3,7 4 21,7,4 21,O:7,O H H,0.0,2.1905539999999997,0.1905539999999999,0.194062978029,0.003508978029000104,0.003508978029000104,11.479473383333334,10.10011475,12.637830376666665
polar1s,129,12,9,5,H2O,3,15 5 14,15,5 14,O:15,O H H,0.0,2.075297,0.07529700000000006,0.102235078811,0.026938078810999938,0.026938078810999938,14.026489396666667,11.932371369999998,11.93350412
polar1s,129,12,9,6,HO,2,11 8,11,8,O:11,O H,-1.0,2.1668849999999997,0.16688499999999995,0.032415196299,-0.13446980370099995,0.13446980370099995,10.07173626,13.176360445,10.876138560000001
polar1s,129,12,9,7,H2O,3,9 19 20,9,19 20,O:9,O H H,0.0,2.147697,0.14769699999999997,0.173247709871,0.025550709871000027,0.025550709871000027,11.972527956666667,11.354296113333334,9.937047536666666
polar1s,130,13,0,0,H3O,4,1 0 13 15,1,0 13 15,O:1,O H H H,1.0,2.797796,0.797796,0.7302833199500001,-0.06751268004999988,0.06751268004999988,11.615180035,10.901812642499998,12.023064745
polar1s,130,13,0,1,H2O,3,5 2 16,5,2 16,O:5,O H H,0.0,1.903941,-0.0960589999999999,-0.114809498191,-0.01875049819100011,0.01875049819100011,12.368250859999998,11.953756363333333,14.107000496666666
polar1s,130,13,0,2,H2O,3,17 3 11,17,3 11,O:17,O H H,0.0,2.119402,0.11940200000000001,0.15217325091299996,0.032771250912999955,0.032771250912999955,13.342218136666666,14.436851816666666,13.303138366666666
polar1s,130,13,0,3,H2O,3,21 4 8,21,4 8,O:21,O H H,0.0,1.948252,-0.051747999999999905,-0.06117890775200002,-0.009430907752000117,0.009430907752000117,14.531253556666668,10.621002103333334,12.57120245
polar1s,130,13,0,4,HO,2,12 6,12,6,O:12,O H,-1.0,1.381547,-0.6184529999999999,-0.417844027281,0.2006089727189999,0.2006089727189999,8.69401503,13.197197345,9.61792324
polar1s,130,13,0,5,H2O,3,10 7 18,10,7 18,O:10,O H H,0.0,1.906178,-0.09382200000000007,-0.1187802106140001,-0.024958210614000026,0.024958210614000026,10.823441123333334,14.645169173333334,13.153422370000001
polar1s,130,13,0,6,H2O,3,23 9 19,23,9 19,O:23,O H H,0.0,2.108978,0.10897799999999996,0.11566969752299996,0.006691697523000001,0.006691697523000001,13.709701853333334,11.81230032,10.571188226666669
polar1s,130,13,0,7,H2O,3,22 14 20,22,14 20,O:22,O H H,0.0,1.833904,-0.16609600000000002,-0.2855135947467001,-0.11941759474670005,0.11941759474670005,10.575240983333332,13.542534003333335,10.54671057
polar1s,131,13,1,0,H3O,4,2 0 19 22,2,0 19 22,O:2,O H H H,1.0,2.836785,0.8367850000000001,0.664652109146,-0.17213289085400008,0.17213289085400008,11.675123314999999,10.924914734999998,12.016587295
polar1s,131,13,1,1,H2O,3,1 6 17,1,6 17,O:1,O H H,0.0,1.8988450000000001,-0.10115499999999994,-0.10864509642099998,-0.007490096421000042,0.007490096421000042,9.126202176666666,12.233508003333334,13.608974303333333
polar1s,131,13,1,2,H2O,3,9 3 23,9,3 23,O:9,O H H,0.0,2.02292,0.02291999999999994,0.007367581128000011,-0.015552418871999929,0.015552418871999929,12.5821003,12.024250253333335,14.14998579
polar1s,131,13,1,3,H2O,3,4 20 30,4,20 30,O:4,O H H,0.0,2.168955,0.1689549999999999,0.18191403150499996,0.012959031505000052,0.012959031505000052,14.160911696666666,10.476770486666666,8.78519042
polar1s,131,13,1,4,H2O,3,24 5 16,24,5 16,O:24,O H H,0.0,2.150914,0.15091399999999994,0.196068510413,0.04515451041300006,0.04515451041300006,13.41739687,14.44522876,13.330090433333334
polar1s,131,13,1,5,H2O,3,7 13 28,7,13 28,O:7,O H H,0.0,2.008799,0.008799000000000057,0.02061824500499998,0.011819245004999923,0.011819245004999923,10.534927099999999,11.48735509,15.146629226666667
polar1s,131,13,1,6,H2O,3,29 8 12,29,8 12,O:29,O H H,0.0,1.932916,-0.06708400000000009,-0.06590077280999995,0.0011832271900001357,0.0011832271900001357,14.62288922,10.743419286666667,12.601948033333334
polar1s,131,13,1,7,HO,2,18 10,18,10,O:18,O H,-1.0,1.304935,-0.695065,-0.541288271546,0.15377672845400003,0.15377672845400003,8.731671095,13.20286638,9.645145854999999
polar1s,131,13,1,8,H2O,3,15 11 25,15,11 25,O:15,O H H,0.0,1.888751,-0.11124899999999999,-0.12388706207300004,-0.012638062073000056,0.012638062073000056,11.036661473333332,14.731072143333334,13.212804353333334
polar1s,131,13,1,9,H2O,3,32 14 26,32,14 26,O:32,O H H,0.0,1.944318,-0.055681999999999954,-0.062493473292,-0.006811473292000048,0.006811473292000048,13.853380633333336,11.930722836666666,10.546876773333333
polar1s,131,13,1,10,H2O,3,31 21 27,31,21 27,O:31,O H H,0.0,1.841862,-0.1581379999999999,-0.16840580105740002,-0.010267801057400133,0.010267801057400133,10.69888927,13.630205203333333,10.579668696666667
polar1s,132,13,2,0,H3O,4,4 0 26 29,4,0 26 29,O:4,O H H H,1.0,2.847073,0.847073,0.6551628410820001,-0.1919101589179999,0.1919101589179999,11.75777951,10.931519785,12.0909047
polar1s,132,13,2,1,H2O,3,1 10 24,1,10 24,O:1,O H H,0.0,1.8363610000000001,-0.16363900000000003,-0.152063757181,0.011575242819000048,0.011575242819000048,9.256966736666666,12.313351490000002,13.581754443333333
polar1s,132,13,2,2,H2O,3,2 3 36,2,3 36,O:2,O H H,0.0,1.8593309999999998,-0.14066900000000004,-0.15433692932099996,-0.013667929320999916,0.013667929320999916,16.057962996666667,8.822834483333333,13.660277470000002
polar1s,132,13,2,3,H2O,3,21 5 8,21,5 8,O:21,O H H,0.0,2.132011,0.13201099999999993,0.13152459263900002,-0.00048640736099991866,0.00048640736099991866,7.284401716666667,13.300567686666668,13.37088101
polar1s,132,13,2,4,H2O,3,13 6 30,13,6 30,O:13,O H H,0.0,1.980135,-0.019864999999999966,-0.03872428834400002,-0.018859288344000052,0.018859288344000052,12.817624243333333,11.963967543333334,14.23165842
polar1s,132,13,2,5,H3O,4,7 20 27 38,7,20 27 38,O:7,O H H H,1.0,2.602125,0.602125,0.452773630619,-0.14935136938100002,0.14935136938100002,14.2198015525,10.624679535000002,9.1895170625
polar1s,132,13,2,6,H2O,3,31 9 23,31,9 23,O:31,O H H,0.0,2.19554,0.19553999999999988,0.22861075401300002,0.033070754013000137,0.033070754013000137,13.469286236666667,14.299168266666667,13.376287263333333
polar1s,132,13,2,7,H2O,3,11 18 35,11,18 35,O:11,O H H,0.0,1.9739529999999998,-0.026047000000000098,-0.023779764772,0.0022672352280000974,0.0022672352280000974,10.577902463333333,11.465913046666666,15.303418029999998
polar1s,132,13,2,8,H2O,3,37 12 17,37,12 17,O:37,O H H,0.0,2.048888,0.04888800000000004,0.057134881614999994,0.008246881614999951,0.008246881614999951,14.715648993333334,10.75016847,12.766202253333333
polar1s,132,13,2,9,H2O,3,41 14 19,41,14 19,O:41,O H H,0.0,1.865235,-0.13476500000000002,-0.077960416675,0.05680458332500002,0.05680458332500002,10.764902286666667,11.795411456666665,8.57648144
polar1s,132,13,2,10,HO,2,25 15,25,15,O:25,O H,-1.0,1.364541,-0.635459,-0.539845019579,0.095613980421,0.095613980421,8.74178964,13.121352995,9.748159
polar1s,132,13,2,11,H2O,3,22 16 32,22,16 32,O:22,O H H,0.0,1.870725,-0.12927500000000003,-0.13981054723300002,-0.010535547232999987,0.010535547232999987,11.240424186666667,14.695612109999999,13.32224017
polar1s,132,13,2,12,H2O,3,39 28 34,39,28 34,O:39,O H H,0.0,1.9081990000000002,-0.09180099999999985,-0.072515010834,0.019285989165999856,0.019285989165999856,10.848817656666668,13.58814425,10.711581246666666
polar1s,132,13,2,13,HO,2,40 33,40,33,O:40,O H,-1.0,1.515885,-0.48411499999999996,-0.3261711299419999,0.15794387005800004,0.15794387005800004,14.009013495,12.33218415,10.936945585
polar1s,133,13,3,0,H3O,4,4 0 23 26,4,0 23 26,O:4,O H H H,1.0,2.738549,0.7385490000000001,0.648048251867,-0.09050074813300013,0.09050074813300013,11.852061957499998,10.923337219999999,12.2357610675
polar1s,133,13,3,1,H2O,3,1 9 21,1,9 21,O:1,O H H,0.0,2.028682,0.028681999999999985,0.048244997858999994,0.01956299785900001,0.01956299785900001,9.35516447,12.33239277,13.62984574
polar1s,133,13,3,2,H2O,3,2 3 33,2,3 33,O:2,O H H,0.0,1.8559610000000002,-0.14403899999999986,-0.16834627091900006,-0.0243072709190002,0.0243072709190002,16.175748003333336,8.775331976666665,13.914209073333334
polar1s,133,13,3,3,H2O,3,11 5 28,11,5 28,O:11,O H H,0.0,1.855281,-0.144719,-0.15535248815999994,-0.010633488159999954,0.010633488159999954,13.027812093333333,11.824246933333333,14.368885259999999
polar1s,133,13,3,4,H3O,4,6 18 24 35,6,18 24 35,O:6,O H H H,1.0,2.6135719999999996,0.613572,0.461200982332,-0.152371017668,0.152371017668,14.289646789999999,10.58713659,9.3191521425
polar1s,133,13,3,5,H2O,3,29 7 20,29,7 20,O:29,O H H,0.0,2.186084,0.18608400000000003,0.20700874924699997,0.02092474924699994,0.02092474924699994,13.519311753333334,14.136932156666667,13.550055666666665
polar1s,133,13,3,6,H2O,3,27 8 17,27,8 17,O:27,O H H,0.0,1.977128,-0.022871999999999948,-0.027615368367000015,-0.004743368367000067,0.004743368367000067,9.670896919999999,10.433925696666668,10.706858913333335
polar1s,133,13,3,7,H2O,3,34 10 15,34,10 15,O:34,O H H,0.0,2.031291,0.03129100000000007,0.03694064915300002,0.005649649152999953,0.005649649152999953,14.661576573333333,10.714202453333334,12.953950713333333
polar1s,133,13,3,8,H2O,3,38 12 16,38,12 16,O:38,O H H,0.0,1.913747,-0.08625300000000008,-0.069060444832,0.017192555168000084,0.017192555168000084,10.786078346666665,11.634918143333335,8.829106306666667
polar1s,133,13,3,9,HO,2,22 13,22,13,O:22,O H,-1.0,1.432918,-0.5670820000000001,-0.443912878633,0.12316912136700009,0.12316912136700009,8.746650895,12.976273045,9.94584497
polar1s,133,13,3,10,H2O,3,19 14 30,19,14 30,O:19,O H H,0.0,1.8802149999999997,-0.11978500000000003,-0.13114765286499996,-0.011362652864999934,0.011362652864999934,11.35212939,14.617868416666667,13.487954126666667
polar1s,133,13,3,11,H2O,3,36 25 32,36,25 32,O:36,O H H,0.0,1.9640689999999998,-0.035931000000000046,-0.076816141605,-0.04088514160499995,0.04088514160499995,10.966468373333333,13.448770353333332,10.897623776666668
polar1s,133,13,3,12,HO,2,37 31,37,31,O:37,O H,-1.0,1.522501,-0.477499,-0.329192474485,0.148306525515,0.148306525515,14.132635855,12.434617685,11.190771205
polar1s,134,13,4,0,H3O,4,4 0 23 26,4,0 23 26,O:4,O H H H,1.0,2.649913,0.6499130000000001,0.587111502885,-0.06280149711500005,0.06280149711500005,11.91323504,10.903281345,12.42700851
polar1s,134,13,4,1,H2O,3,1 9 21,1,9 21,O:1,O H H,0.0,2.025964,0.02596399999999993,0.038627699018000006,0.012663699018000074,0.012663699018000074,9.397142426666667,12.339596703333333,13.750990306666667
polar1s,134,13,4,2,H2O,3,2 3 33,2,3 33,O:2,O H H,0.0,1.8878079999999997,-0.11219200000000007,-0.12699356675099993,-0.014801566750999862,0.014801566750999862,16.292494286666663,8.733857296666667,14.262320546666666
polar1s,134,13,4,3,H2O,3,11 5 28,11,5 28,O:11,O H H,0.0,1.8675970000000002,-0.13240299999999988,-0.12830516696,0.0040978330399998875,0.0040978330399998875,13.182454996666669,11.734769946666667,14.64939766
polar1s,134,13,4,4,H2O,3,6 24 35,6,24 35,O:6,O H H,0.0,2.155265,0.155265,0.163783401251,0.008518401251000007,0.008518401251000007,14.382204383333333,10.28905707,9.260098456666666
polar1s,134,13,4,5,H2O,3,29 7 20,29,7 20,O:29,O H H,0.0,2.157427,0.15742699999999987,0.17879962921099998,0.02137262921100011,0.02137262921100011,13.557876646666665,14.09698007,13.94011176
polar1s,134,13,4,6,H2O,3,27 8 17,27,8 17,O:27,O H H,0.0,1.96808,-0.03192000000000006,-0.012859627604000029,0.01906037239600003,0.01906037239600003,9.672981386666669,10.445934533333334,10.85378775
polar1s,134,13,4,7,H2O,3,34 10 15,34,10 15,O:34,O H H,0.0,2.0163349999999998,0.01633499999999999,-0.014178112148999972,-0.03051311214899996,0.03051311214899996,14.619285259999998,10.665879949999999,13.230042783333332
polar1s,134,13,4,8,H2O,3,38 12 16,38,12 16,O:38,O H H,0.0,1.9439680000000001,-0.05603199999999986,-0.043014466763,0.013017533236999862,0.013017533236999862,10.8101927,11.466967856666665,9.136170876666666
polar1s,134,13,4,9,HO,2,22 13,22,13,O:22,O H,-1.0,1.443764,-0.556236,-0.402627617121,0.15360838287899997,0.15360838287899997,8.74690839,12.836881845,10.216358515
polar1s,134,13,4,10,H2O,3,19 14 30,19,14 30,O:19,O H H,0.0,1.9081750000000002,-0.09182499999999988,-0.09204995632099994,-0.00022495632100005825,0.00022495632100005825,11.391870716666666,14.616220206666668,13.729159836666666
polar1s,134,13,4,11,H2O,3,37 18 31,37,18 31,O:37,O H H,0.0,1.956403,-0.04359699999999994,-0.05951076745999995,-0.015913767460000006,0.015913767460000006,14.09102763,12.20330445,11.123257240000001
polar1s,134,13,4,12,H2O,3,36 25 32,36,25 32,O:36,O H H,0.0,2.019297,0.01929700000000012,-0.088782936335,-0.10807993633500013,0.10807993633500013,11.030005206666667,13.348522889999998,11.158479496666667
polar1s,135,13,5,0,H3O,4,2 0 15 17,2,0 15 17,O:2,O H H H,1.0,2.607288,0.607288,0.5428043752909999,-0.06448362470900015,0.06448362470900015,11.8816325375,10.9360456175,12.6327587025
polar1s,135,13,5,1,H2O,3,1 4 22,1,4 22,O:1,O H H,0.0,1.971222,-0.02877799999999997,-0.04166010022100003,-0.012882100221000059,0.012882100221000059,13.34455764,12.982962360000002,9.271180003333335
polar1s,135,13,5,2,H2O,3,7 3 19,7,3 19,O:7,O H H,0.0,1.9096380000000002,-0.09036199999999994,-0.07591049373200001,0.01445150626799993,0.01445150626799993,13.243574833333334,11.72202498,14.977692056666667
polar1s,135,13,5,3,H2O,3,20 5 13,20,5 13,O:20,O H H,0.0,2.06707,0.06707000000000002,0.08790057897599998,0.020830578975999964,0.020830578975999964,13.515373886666668,14.115858936666667,14.263535646666668
polar1s,135,13,5,4,H2O,3,18 6 11,18,6 11,O:18,O H H,0.0,1.97152,-0.02847999999999995,0.03401781618600003,0.06249781618599998,0.06249781618599998,9.513477539999998,10.508999959999999,11.091266849999998
polar1s,135,13,5,5,H2O,3,26 8 10,26,8 10,O:26,O H H,0.0,1.968404,-0.0315959999999999,-0.06918667256900005,-0.037590672569000144,0.037590672569000144,10.785440183333334,11.397127286666667,9.453527226666665
