model,frame,instance_index,local_frame,molecule_index,species,n_atoms,atom_indices,oxygen_atom_index,hydrogen_atom_indices,molecule_track_id,formula_symbols,formal_charge_sum_e,dft_raw_iao_charge_sum_e,dft_iao_charge_e,mlip_predicted_charge_e,error_e,abs_error_e,centroid_x_A,centroid_y_A,centroid_z_A
polar1s,36,3,6,8,H2O,3,31 14 25,31,14 25,O:31,O H H,0.0,2.066095,0.06609499999999996,0.08536905050199997,0.019274050502000012,0.019274050502000012,7.47325704,11.397595083333334,11.259480803333332
polar1s,36,3,6,9,H2O,3,15 20 44,15,20 44,O:15,O H H,0.0,1.837357,-0.16264299999999993,-0.20813608169599998,-0.045493081696000054,0.045493081696000054,12.18598856,16.30011369,9.017231876666665
polar1s,36,3,6,10,H2O,3,40 17 26,40,17 26,O:40,O H H,0.0,2.045252,0.04525199999999996,0.024623095989000005,-0.020628904010999954,0.020628904010999954,11.973608033333333,12.193532419999999,11.335429046666667
polar1s,36,3,6,11,H2O,3,34 18 43,34,18 43,O:34,O H H,0.0,1.942086,-0.057913999999999966,-0.060598731041,-0.0026847310410000325,0.0026847310410000325,9.069109883333333,12.651505389999999,12.899897263333335
polar1s,36,3,6,12,H2O,3,29 21 42,29,21 42,O:29,O H H,0.0,2.022938,0.022937999999999903,0.024908497929999968,0.0019704979300000647,0.0019704979300000647,10.276804929999999,10.966251573333333,14.07304259
polar1s,36,3,6,13,H2O,3,39 24 41,39,24 41,O:39,O H H,0.0,1.9018059999999999,-0.09819400000000011,-0.12653490901000003,-0.028340909009999915,0.028340909009999915,14.990862273333335,11.189026683333333,10.410241116666667
polar1s,36,3,6,14,H2O,3,30 36 37,30,36 37,O:30,O H H,0.0,1.913229,-0.08677099999999999,-0.07639771699900003,0.010373283000999961,0.010373283000999961,12.84171723,12.004167586666668,15.137487946666667
polar1s,37,3,7,0,H2O,3,0 16 35,0,16 35,O:0,O H H,0.0,1.9337090000000001,-0.06629099999999993,-0.08397625386700003,-0.017685253867000095,0.017685253867000095,15.312868173333333,9.33400346,12.312610143333336
polar1s,37,3,7,1,H2O,3,1 5 18,1,5 18,O:1,O H H,0.0,1.970326,-0.029673999999999978,-0.025587469339999974,0.004086530660000004,0.004086530660000004,9.253699390000001,13.041050633333333,9.37704311
polar1s,37,3,7,2,H2O,3,19 2 4,19,2 4,O:19,O H H,0.0,2.064325,0.06432499999999991,0.126620098949,0.062295098949000094,0.062295098949000094,14.436187823333333,11.63641868,12.336078563333336
polar1s,37,3,7,3,H2O,3,3 9 10,3,9 10,O:3,O H H,0.0,2.03531,0.0353099999999999,0.010707706211999984,-0.024602293787999913,0.024602293787999913,12.916325156666666,10.472404283333333,12.608522916666667
polar1s,37,3,7,4,H2O,3,15 6 11,15,6 11,O:15,O H H,0.0,1.8176459999999999,-0.18235400000000013,-0.19477267563400003,-0.012418675633999898,0.012418675633999898,9.57719379,10.639906173333333,11.719354286666666
polar1s,37,3,7,5,H2O,3,23 7 22,23,7 22,O:23,O H H,0.0,2.0567789999999997,0.05677899999999997,0.061505600810000005,0.004726600810000037,0.004726600810000037,11.587170666666667,14.200143359999998,12.814759266666664
polar1s,37,3,7,6,H2O,3,29 8 27,29,8 27,O:29,O H H,0.0,2.054236,0.05423600000000006,0.06574018299600004,0.011504182995999979,0.011504182995999979,11.068969293333334,14.622318433333334,10.188480153333334
polar1s,37,3,7,7,H2O,3,26 12 20,26,12 20,O:26,O H H,0.0,2.127526,0.12752600000000008,0.199649855495,0.07212385549499992,0.07212385549499992,7.539041863333334,11.536780639999998,11.051534570000001
polar1s,37,3,7,8,H,1,13,,13,H:13,H,1.0,0.229776,0.229776,0.122188866138,-0.10758713386200001,0.10758713386200001,12.0,12.0,12.0
polar1s,37,3,7,9,H2O,3,28 14 34,28,14 34,O:28,O H H,0.0,1.949148,-0.05085199999999995,-0.049043178558000056,0.0018088214419998971,0.0018088214419998971,9.116891436666668,12.763711793333334,12.66303346
polar1s,37,3,7,10,H2O,3,24 17 33,24,17 33,O:24,O H H,0.0,2.0206939999999998,0.0206940000000001,0.04045234620600002,0.01975834620599992,0.01975834620599992,10.369807336666668,11.080404719999999,13.980960303333333
polar1s,37,3,7,11,HO,2,32 21,32,21,O:32,O H,-1.0,1.755225,-0.24477499999999996,-0.274194002151,-0.029419002151000018,0.029419002151000018,12.073289845,12.423968734999999,10.77441569
polar1s,37,3,7,12,H2O,3,25 30 31,25,30 31,O:25,O H H,0.0,1.985298,-0.014701999999999937,0.0007089078430000395,0.015410907842999977,0.015410907842999977,12.869851866666666,12.244445373333333,14.964502999999999
polar1s,38,3,8,0,H2O,3,0 20 44,0,20 44,O:0,O H H,0.0,1.9343500000000002,-0.06564999999999993,-0.07817663252399998,-0.012526632524000048,0.012526632524000048,15.350726156666667,9.53140129,12.159591833333332
polar1s,38,3,8,1,H2O,3,1 7 22,1,7 22,O:1,O H H,0.0,2.020047,0.02004699999999998,0.027046412229000005,0.006999412229000024,0.006999412229000024,9.181584113333335,13.298031826666667,9.261711173333333
polar1s,38,3,8,2,H2O,3,2 38 39,2,38 39,O:2,O H H,0.0,2.0046109999999997,0.004610999999999976,0.03946450352700001,0.034853503527000035,0.034853503527000035,13.849794096666665,9.487307849999999,9.89440381
polar1s,38,3,8,3,H2O,3,23 3 6,23,3 6,O:23,O H H,0.0,2.111892,0.11189199999999994,0.18635305762300003,0.0744610576230001,0.0744610576230001,14.505518906666666,11.75700363,12.150377673333333
polar1s,38,3,8,4,H2O,3,4 12 13,4,12 13,O:4,O H H,0.0,2.047591,0.04759099999999994,0.043078094722,-0.00451290527799994,0.00451290527799994,13.012306113333333,10.66813884,12.5032657
polar1s,38,3,8,5,H2O,3,25 5 16,25,5 16,O:25,O H H,0.0,2.1724110000000003,0.1724110000000001,0.20911604165999997,0.03670504165999988,0.03670504165999988,15.339355979999999,7.811559416666667,9.76711896
polar1s,38,3,8,6,H2O,3,19 8 14,19,8 14,O:19,O H H,0.0,1.808532,-0.19146800000000003,-0.1965867728,-0.005118772799999977,0.005118772799999977,9.645450333333335,10.845904536666666,11.613839563333334
polar1s,38,3,8,7,H2O,3,43 9 32,43,9 32,O:43,O H H,0.0,1.776451,-0.2235490000000001,-0.23490461707099994,-0.01135561707099983,0.01135561707099983,12.858483103333333,8.743702276666665,7.426395946666666
polar1s,38,3,8,8,H2O,3,28 10 27,28,10 27,O:28,O H H,0.0,2.061235,0.06123499999999993,0.06846624612799998,0.007231246128000052,0.007231246128000052,11.593104336666668,14.370263893333332,12.701076776666666
polar1s,38,3,8,9,H2O,3,35 11 33,35,11 33,O:35,O H H,0.0,2.031689,0.031688999999999856,0.03679916262599997,0.005110162626000114,0.005110162626000114,11.12158127,14.69605805,9.99084147
polar1s,38,3,8,10,H2O,3,31 15 24,31,15 24,O:31,O H H,0.0,2.093001,0.09300100000000011,0.15608112514,0.06308012513999989,0.06308012513999989,7.612589493333334,11.720569456666666,10.870594693333333
polar1s,38,3,8,11,H,1,17,,17,H:17,H,1.0,0.241157,0.241157,0.0855773091316,-0.1555796908684,0.1555796908684,12.0,12.0,12.0
polar1s,38,3,8,12,H2O,3,34 18 42,34,18 42,O:34,O H H,0.0,1.9634090000000002,-0.03659099999999993,-0.03532178700000002,0.001269212999999908,0.001269212999999908,9.088141526666666,12.887842006666666,12.51108428
polar1s,38,3,8,13,H2O,3,29 21 41,29,21 41,O:29,O H H,0.0,2.0368500000000003,0.036849999999999994,0.05822427570800001,0.021374275708000018,0.021374275708000018,10.40440415,11.113102033333334,13.93953647
polar1s,38,3,8,14,HO,2,40 26,40,26,O:40,O H,-1.0,1.71608,-0.28391999999999995,-0.367876440286,-0.08395644028600002,0.08395644028600002,12.17465507,12.515530405,10.56267332
polar1s,38,3,8,15,H2O,3,30 36 37,30,36 37,O:30,O H H,0.0,1.980696,-0.019303999999999877,0.0026598721739999887,0.021963872173999865,0.021963872173999865,12.867425323333334,12.433898116666667,14.855455423333332
polar1s,39,3,9,0,H2O,3,0 14 32,0,14 32,O:0,O H H,0.0,1.9768549999999998,-0.023145000000000082,-0.01728263497299995,0.005862365027000133,0.005862365027000133,15.374564976666667,9.593713093333333,12.081193956666667
polar1s,39,3,9,1,H3O,4,1 6 27 28,1,6 27 28,O:1,O H H H,1.0,2.498349,0.49834900000000004,0.391390442848,-0.10695855715200003,0.10695855715200003,13.5794785625,9.4628756025,9.44704699
polar1s,39,3,9,2,H2O,3,16 2 4,16,2 4,O:16,O H H,0.0,2.091133,0.09113300000000008,0.124406337739,0.03327333773899993,0.03327333773899993,14.524645203333334,11.888998906666666,12.079269340000002
polar1s,39,3,9,3,H2O,3,3 8 9,3,8 9,O:3,O H H,0.0,2.054964,0.05496400000000007,0.05098597705399999,-0.0039780229460000816,0.0039780229460000816,13.036114103333333,10.76525825,12.5213605
polar1s,39,3,9,4,H2O,3,13 5 10,13,5 10,O:13,O H H,0.0,1.853306,-0.1466940000000001,-0.14440441131600004,0.00228958868400006,0.00228958868400006,9.707205293333333,10.99472198,11.540631933333335
polar1s,39,3,9,5,H2O,3,20 7 19,20,7 19,O:20,O H H,0.0,1.981265,-0.01873499999999989,0.001030594110000005,0.019765594109999896,0.019765594109999896,11.578587200000001,14.526826596666666,12.625371883333335
polar1s,39,3,9,6,H2O,3,23 11 17,23,11 17,O:23,O H H,0.0,2.142235,0.142235,0.19506841898,0.05283341897999999,0.05283341897999999,7.65796679,11.887300033333332,10.806401963333334
polar1s,39,3,9,7,H,1,12,,12,H:12,H,1.0,0.231115,0.231115,0.176104307175,-0.055010692824999985,0.055010692824999985,12.0,12.0,12.0
polar1s,39,3,9,8,H2O,3,21 15 30,21,15 30,O:21,O H H,0.0,2.043019,0.043019000000000085,0.053493678571000014,0.010474678570999929,0.010474678570999929,10.366016116666666,11.155377890000002,13.989631483333334
polar1s,39,3,9,9,HO,2,29 18,29,18,O:29,O H,-1.0,1.690002,-0.30999799999999994,-0.42246168851800003,-0.1124636885180001,0.1124636885180001,12.163205655,12.568458215,10.416012994999999
polar1s,39,3,9,10,H2O,3,22 25 26,22,25 26,O:22,O H H,0.0,1.981656,-0.018343999999999916,0.0032630264760000194,0.021607026475999935,0.021607026475999935,12.818861346666665,12.527593860000001,14.85066225
polar1s,39,3,9,11,HO,2,31 24,31,24,O:31,O H,-1.0,1.456102,-0.543898,-0.4115940332410001,0.1323039667589999,0.1323039667589999,12.662777975000001,8.76654658,6.86593347
polar1s,40,4,0,0,H2O,3,43 0 17,43,0 17,O:43,O H H,0.0,2.1660150000000002,0.16601500000000002,0.18528029322599998,0.019265293225999958,0.019265293225999958,11.333072893333332,12.621076780000001,6.819090743333333
polar1s,40,4,0,1,H2O,3,29 1 45,29,1 45,O:29,O H H,0.0,2.05991,0.05990999999999991,0.07997745275500001,0.020067452755000104,0.020067452755000104,10.99716369,13.605636600000002,8.925137213333334
polar1s,40,4,0,2,H2O,3,2 34 51,2,34 51,O:2,O H H,0.0,2.178841,0.17884099999999992,0.20936083793700005,0.030519837937000138,0.030519837937000138,7.943624393333333,11.863309843333333,12.610093643333334
polar1s,40,4,0,3,H2O,3,3 4 33,3,4 33,O:3,O H H,0.0,1.986499,-0.013501000000000096,-0.00845134258300001,0.005049657417000086,0.005049657417000086,15.88035437,14.289482163333332,15.182884526666667
polar1s,40,4,0,4,H2O,3,5 37 47,5,37 47,O:5,O H H,0.0,2.0754659999999996,0.07546599999999992,0.07291507720900003,-0.0025509227909998877,0.0025509227909998877,12.146595586666669,8.78926111,8.844953956666666
polar1s,40,4,0,5,H2O,3,56 6 16,56,6 16,O:56,O H H,0.0,2.0564459999999998,0.05644599999999994,0.05169197916899998,-0.004754020830999961,0.004754020830999961,16.244624079999998,9.165221833333334,12.032585456666666
polar1s,40,4,0,6,H3O,4,7 30 48 60,7,30 48 60,O:7,O H H H,1.0,2.76043,0.7604299999999999,0.667345821857,-0.09308417814299996,0.09308417814299996,11.270280815,8.067785760000001,16.6492167
polar1s,40,4,0,7,H3O,4,39 8 49 53,39,8 49 53,O:39,O H H H,1.0,2.7181859999999998,0.718186,0.572657436133,-0.14552856386699997,0.14552856386699997,14.68317773,10.865788570000001,12.8082047725
polar1s,40,4,0,8,H2O,3,44 9 19,44,9 19,O:44,O H H,0.0,2.008885,0.00888499999999992,0.025681391358999994,0.016796391359000074,0.016796391359000074,13.993658610000002,13.11870914,14.336677776666667
polar1s,40,4,0,9,H2O,3,10 11 58,10,11 58,O:10,O H H,0.0,2.035747,0.03574699999999997,0.05719843506800004,0.02145143506800007,0.02145143506800007,10.16011672,11.2118775,11.904762456666667
polar1s,40,4,0,10,H2O,3,31 12 42,31,12 42,O:31,O H H,0.0,1.923303,-0.07669700000000007,-0.039537772536000076,0.037159227463999994,0.037159227463999994,14.523982276666667,11.69391788,10.394297256666668
polar1s,40,4,0,11,H2O,3,24 13 52,24,13 52,O:24,O H H,0.0,2.139995,0.13999499999999993,0.174108102918,0.03411310291800007,0.03411310291800007,12.281180583333333,9.574387506666667,10.919697563333335
polar1s,40,4,0,12,H2O,3,25 14 32,25,14 32,O:25,O H H,0.0,1.94411,-0.055889999999999995,-0.033259660005,0.022630339995,0.022630339995,11.389760056666667,12.777415833333334,13.729181383333334
polar1s,40,4,0,13,H3O,4,15 21 23 41,15,21 23 41,O:15,O H H H,1.0,2.751762,0.7517619999999999,0.643596708774,-0.10816529122599994,0.10816529122599994,10.982574935,14.89184623,11.3123672325
polar1s,40,4,0,14,H2O,3,20 18 57,20,18 57,O:20,O H H,0.0,1.888153,-0.11184700000000003,-0.08918042480899999,0.022666575191000043,0.022666575191000043,10.902841373333333,7.164694636666667,9.881843206666668
polar1s,40,4,0,15,H2O,3,27 22 61,27,22 61,O:27,O H H,0.0,1.863962,-0.1360380000000001,-0.09103508293700005,0.04500291706300005,0.04500291706300005,11.953010053333335,12.557150566666666,11.12140488
polar1s,40,4,0,16,H2O,3,59 26 38,59,26 38,O:59,O H H,0.0,2.128283,0.12828299999999998,0.11422346532399996,-0.014059534676000018,0.014059534676000018,12.358539893333335,8.539900179999998,14.463568983333332
polar1s,40,4,0,17,HO,2,50 28,50,28,O:50,O H,-1.0,1.435616,-0.564384,-0.467504680157,0.09687931984300002,0.09687931984300002,12.65473375,10.74024854,12.757588915
polar1s,40,4,0,18,H2O,3,35 36 55,35,36 55,O:35,O H H,0.0,2.041605,0.04160500000000006,0.06380736827799999,0.02220236827799993,0.02220236827799993,10.960567053333333,10.299680163333333,14.254387486666667
polar1s,40,4,0,19,H2O,3,46 40 54,46,40 54,O:46,O H H,0.0,1.836783,-0.163217,-0.18887545168299993,-0.025658451682999933,0.025658451682999933,5.9239317400000004,10.871519073333333,12.510324146666667
polar1s,41,4,1,0,H2O,3,42 0 19,42,0 19,O:42,O H H,0.0,2.168262,0.16826200000000002,0.181822866202,0.013560866201999977,0.013560866201999977,11.26079901,12.298760753333333,6.707578396666666
polar1s,41,4,1,1,H2O,3,30 1 45,30,1 45,O:30,O H H,0.0,2.0364940000000002,0.03649399999999997,0.008883476256999978,-0.027610523742999993,0.027610523742999993,10.95417143,13.139435356666667,8.858026606666666
polar1s,41,4,1,2,H2O,3,2 36 51,2,36 51,O:2,O H H,0.0,2.252928,0.25292799999999993,0.26754632592199995,0.01461832592200002,0.01461832592200002,7.817368996666666,11.507584153333335,12.481561113333333
polar1s,41,4,1,3,H2O,3,3 4 35,3,4 35,O:3,O H H,0.0,1.942354,-0.057646000000000086,-0.06730346381700003,-0.009657463816999945,0.009657463816999945,15.810786243333334,13.866726033333334,15.124815416666666
polar1s,41,4,1,4,H2O,3,44 5 32,44,5 32,O:44,O H H,0.0,1.909323,-0.09067699999999984,-0.06964161992100001,0.021035380078999827,0.021035380078999827,8.985559476666667,12.745467943333333,11.122904883333334
polar1s,41,4,1,5,H2O,3,6 37 47,6,37 47,O:6,O H H,0.0,2.154129,0.15412900000000007,0.19580179452899998,0.04167279452899991,0.04167279452899991,12.035165243333333,8.445667756666666,8.72004818
polar1s,41,4,1,6,H2O,3,55 7 18,55,7 18,O:55,O H H,0.0,2.069648,0.06964799999999999,0.05086395144500003,-0.01878404855499996,0.01878404855499996,16.162384130000003,8.791287989999999,11.857598363333333
polar1s,41,4,1,7,H2O,3,49 8 11,49,8 11,O:49,O H H,0.0,2.137552,0.13755200000000006,0.19656318426099997,0.05901118426099991,0.05901118426099991,13.693371263333333,15.594441786666666,14.788466816666665
polar1s,41,4,1,8,H3O,4,38 9 48 53,38,9 48 53,O:38,O H H H,1.0,2.7104250000000003,0.7104250000000001,0.5619411319500001,-0.14848386805000002,0.14848386805000002,14.583062665,10.392579545,12.7550199925
polar1s,41,4,1,9,H2O,3,43 10 21,43,10 21,O:43,O H H,0.0,1.951217,-0.048783000000000076,-0.06768247485100001,-0.018899474850999937,0.018899474850999937,13.890922756666667,12.732055916666667,14.257113250000002
polar1s,41,4,1,10,H2O,3,12 13 57,12,13 57,O:12,O H H,0.0,2.043861,0.04386100000000004,0.053597748280000024,0.009736748279999985,0.009736748279999985,10.066070486666668,10.859087583333334,11.893249313333333
polar1s,41,4,1,11,H2O,3,33 14 41,33,14 41,O:33,O H H,0.0,1.940914,-0.05908600000000008,-0.04233933985200003,0.016746660148000053,0.016746660148000053,14.432348193333333,11.329375426666665,10.319107053333333
polar1s,41,4,1,12,H2O,3,26 15 52,26,15 52,O:26,O H H,0.0,2.137646,0.137646,0.17164966463999998,0.034003664639999986,0.034003664639999986,12.152662403333332,9.208654243333333,10.861277366666668
polar1s,41,4,1,13,H2O,3,27 16 34,27,16 34,O:27,O H H,0.0,1.9126729999999998,-0.0873270000000001,-0.055025890469,0.0323011095310001,0.0323011095310001,11.375543603333334,12.364785146666668,13.587680073333333
polar1s,41,4,1,14,H3O,4,17 23 25 40,17,23 25 40,O:17,O H H H,1.0,2.688783,0.6887830000000001,0.563074618577,-0.12570838142300012,0.12570838142300012,10.85079194,14.51206548,11.2439978325
polar1s,41,4,1,15,H2O,3,22 20 56,22,20 56,O:22,O H H,0.0,1.815758,-0.18424200000000007,-0.20451274514300002,-0.020270745142999952,0.020270745142999952,10.874113573333332,6.847708190000001,9.791023743333334
polar1s,41,4,1,16,H2O,3,28 24 60,28,24 60,O:28,O H H,0.0,1.956589,-0.04341100000000009,0.00433754920899998,0.04774854920900007,0.04774854920900007,11.888900856666666,12.293335866666666,11.11142909
polar1s,41,4,1,17,HO,2,50 29,50,29,O:50,O H,-1.0,1.404213,-0.595787,-0.511238723993,0.08454827600699999,0.08454827600699999,12.452966275000001,10.37135082,12.65915152
polar1s,41,4,1,18,H2O,3,31 58 59,31,58 59,O:31,O H H,0.0,1.932054,-0.06794599999999995,-0.03893889486900001,0.02900710513099994,0.02900710513099994,13.351710203333333,14.693096753333334,12.918159170000001
polar1s,41,4,1,19,H2O,3,46 39 54,46,39 54,O:46,O H H,0.0,1.8351770000000003,-0.16482299999999983,-0.19939881563300008,-0.034575815633000245,0.034575815633000245,5.83440233,10.533999566666667,12.372116163333333
polar1s,42,4,2,0,H2O,3,27 0 1,27,0 1,O:27,O H H,0.0,2.011346,0.011346000000000078,-0.0048844069230000176,-0.016230406923000096,0.016230406923000096,14.505523243333334,13.683355763333333,10.77566527
polar1s,42,4,2,1,H2O,3,34 2 24,34,2 24,O:34,O H H,0.0,1.9570659999999998,-0.04293400000000008,-0.03223037719800001,0.010703622802000073,0.010703622802000073,8.861441739999998,12.371341016666667,11.147788256666667
polar1s,42,4,2,2,H2O,3,36 3 6,36,3 6,O:36,O H H,0.0,2.202188,0.20218799999999992,0.26125617325199996,0.059068173252000034,0.059068173252000034,13.577882019999999,15.29355334,14.888837976666666
polar1s,42,4,2,3,H3O,4,29 4 35 38,29,4 35 38,O:29,O H H H,1.0,2.701545,0.7015450000000001,0.557152867317,-0.1443921326830001,0.1443921326830001,14.329427950000001,9.969672902500001,12.85267833
polar1s,42,4,2,4,H2O,3,33 5 15,33,5 15,O:33,O H H,0.0,1.905867,-0.09413300000000008,-0.09275558590900002,0.001377414091000062,0.001377414091000062,13.678146923333335,12.340951129999999,14.392564916666666
polar1s,42,4,2,5,H2O,3,7 10 39,7,10 39,O:7,O H H,0.0,2.118416,0.11841600000000008,0.14606578648099997,0.02764978648099989,0.02764978648099989,9.941205716666667,10.44943542,12.036538736666666
polar1s,42,4,2,6,H2O,3,8 9 28,8,9 28,O:8,O H H,0.0,2.048004,0.04800400000000005,0.08237826824200001,0.03437426824199996,0.03437426824199996,16.097560686666668,12.999605596666667,7.97161125
polar1s,42,4,2,7,H2O,3,25 11 31,25,11 31,O:25,O H H,0.0,2.003449,0.0034489999999999243,-0.004318386317000017,-0.007767386316999941,0.007767386316999941,14.217532106666667,10.96814913,10.4340727
polar1s,42,4,2,8,H2O,3,19 12 26,19,12 26,O:19,O H H,0.0,1.9171099999999999,-0.08289000000000007,-0.05712991952900001,0.025760080471000063,0.025760080471000063,11.173970466666667,11.958410213333332,13.672692040000001
polar1s,42,4,2,9,H2O,3,13 16 18,13,16 18,O:13,O H H,0.0,2.251576,0.2515760000000001,0.234844744206,-0.01673125579400009,0.01673125579400009,10.376163669999999,14.44584856,11.271225536666668
polar1s,42,4,2,10,H2O,3,14 21 32,14,21 32,O:14,O H H,0.0,1.876989,-0.12301099999999998,-0.12794345617300001,-0.004932456173000033,0.004932456173000033,13.707186010000001,12.79183697,8.906370106666667
polar1s,42,4,2,11,H3O,4,20 17 30 42,20,17 30 42,O:20,O H H H,1.0,2.650022,0.650022,0.514603987336,-0.135418012664,0.135418012664,11.69810226,12.2654450675,11.330383945
polar1s,42,4,2,12,HO,2,37 22,37,22,O:37,O H,-1.0,1.464301,-0.5356989999999999,-0.38561910390799997,0.15007989609199995,0.15007989609199995,12.202346665,10.052973654999999,12.769194755000001
polar1s,42,4,2,13,H2O,3,23 40 41,23,40 41,O:23,O H H,0.0,1.8921240000000001,-0.10787599999999992,-0.09142066538400001,0.016455334615999906,0.016455334615999906,13.136128896666667,14.314256936666666,13.068988576666667
polar1s,43,4,3,0,H2O,3,23 0 1,23,0 1,O:23,O H H,0.0,1.9979500000000001,-0.0020499999999999408,-0.015898436307999947,-0.013848436308000006,0.013848436308000006,14.253549436666665,13.479047880000001,10.523443266666668
polar1s,43,4,3,1,H2O,3,29 2 20,29,2 20,O:29,O H H,0.0,1.94266,-0.05734,-0.033817440271000004,0.023522559728999998,0.023522559728999998,8.612690113333334,12.159953036666666,10.848339293333334
polar1s,43,4,3,2,H2O,3,31 3 18,31,3 18,O:31,O H H,0.0,1.9557280000000001,-0.04427199999999992,-0.04672358930099993,-0.0024515893010000067,0.0024515893010000067,12.39274348,10.08358713,12.562668466666665
polar1s,43,4,3,3,H2O,3,28 4 11,28,4 11,O:28,O H H,0.0,1.9528949999999998,-0.047105000000000063,-0.03968711197399999,0.007417888026000075,0.007417888026000075,13.418580920000002,12.092976386666669,14.255615983333334
polar1s,43,4,3,4,H2O,3,5 6 33,5,6 33,O:5,O H H,0.0,2.134519,0.1345189999999999,0.16454498469800002,0.030025984698000135,0.030025984698000135,9.785238913333334,10.261087393333334,11.93500905
polar1s,43,4,3,5,H2O,3,21 7 26,21,7 26,O:21,O H H,0.0,2.001087,0.0010870000000001157,-0.013311922550000022,-0.014398922550000137,0.014398922550000137,13.95996163,10.804264503333334,10.30646567
polar1s,43,4,3,6,H2O,3,15 8 22,15,8 22,O:15,O H H,0.0,1.9426710000000003,-0.05732899999999991,-0.054299682379000014,0.003029317620999894,0.003029317620999894,10.964685706666666,11.835888903333334,13.520707083333333
polar1s,43,4,3,7,H2O,3,9 12 14,9,12 14,O:9,O H H,0.0,2.208505,0.2085050000000001,0.18989248573699996,-0.018612514263000146,0.018612514263000146,10.070278386666667,14.219159763333332,11.092083930000001
polar1s,43,4,3,8,H2O,3,10 17 27,10,17 27,O:10,O H H,0.0,1.940721,-0.05927900000000008,-0.030377924443,0.028901075557000083,0.028901075557000083,13.408648050000002,12.60072132,8.824449003333333
polar1s,43,4,3,9,H3O,4,16 13 25 36,16,13 25 36,O:16,O H H H,1.0,2.7019689999999996,0.7019690000000001,0.6059776842590001,-0.09599131574099995,0.09599131574099995,11.58856336,12.082376974999999,11.286078410000002
polar1s,43,4,3,10,H2O,3,19 34 35,19,34 35,O:19,O H H,0.0,2.058441,0.058441000000000076,0.08140467107299998,0.022963671072999903,0.022963671072999903,12.868010643333333,14.065366826666667,12.930145483333334
polar1s,43,4,3,11,H2O,3,24 30 32,24,30 32,O:24,O H H,0.0,2.162852,0.16285199999999994,0.192296206951,0.029444206951000057,0.029444206951000057,14.291017663333335,9.632428816666666,12.775370950000001
polar1s,44,4,4,0,H2O,3,21 0 1,21,0 1,O:21,O H H,0.0,2.003757,0.003756999999999955,-0.0009501427409999708,-0.004707142740999926,0.004707142740999926,13.95801427,13.403732083333333,10.209436113333334
polar1s,44,4,4,1,H2O,3,28 2 17,28,2 17,O:28,O H H,0.0,2.072172,0.07217200000000007,0.082662805915,0.010490805914999929,0.010490805914999929,11.981791143333332,10.020614033333333,12.294697153333333
polar1s,44,4,4,2,H2O,3,26 3 10,26,3 10,O:26,O H H,0.0,1.9560940000000002,-0.043905999999999945,-0.04849821329099996,-0.0045922132910000135,0.0045922132910000135,13.092189,11.953504869999998,14.016352213333334
polar1s,44,4,4,3,H2O,3,4 5 30,4,5 30,O:4,O H H,0.0,2.123728,0.123728,0.165012851358,0.041284851358,0.041284851358,9.48424576,10.232001613333333,11.764604743333335
polar1s,44,4,4,4,H2O,3,19 6 24,19,6 24,O:19,O H H,0.0,1.993188,-0.006812000000000096,-0.00926791131400001,-0.0024559113139999145,0.0024559113139999145,13.659533093333332,10.764280246666667,10.089485536666666
polar1s,44,4,4,5,H2O,3,14 7 20,14,7 20,O:14,O H H,0.0,1.9321560000000002,-0.0678439999999999,-0.06068375706700002,0.007160242932999883,0.007160242932999883,10.710093506666666,11.915508446666665,13.304063406666666
polar1s,44,4,4,6,H2O,3,8 11 13,8,11 13,O:8,O H H,0.0,2.160553,0.16055299999999995,0.16523981094300005,0.004686810943000108,0.004686810943000108,9.741815036666667,14.113685263333332,10.834576703333333
polar1s,44,4,4,7,H2O,3,9 16 25,9,16 25,O:9,O H H,0.0,1.927415,-0.07258499999999996,-0.032668352127000005,0.03991664787299995,0.03991664787299995,13.126032263333334,12.634269973333332,8.662284643333333
polar1s,44,4,4,8,H3O,4,15 12 23 33,15,12 23 33,O:15,O H H H,1.0,2.6435210000000002,0.643521,0.512484878301,-0.13103612169900003,0.13103612169900003,11.3701747425,12.0352932525,11.125247215000002
polar1s,44,4,4,9,H2O,3,18 31 32,18,31 32,O:18,O H H,0.0,2.115819,0.115819,0.12285682559,0.007037825589999991,0.007037825589999991,12.524096273333333,13.97237449,12.697257156666666
polar1s,44,4,4,10,H2O,3,22 27 29,22,27 29,O:22,O H H,0.0,2.071594,0.0715940000000001,0.10381120443300001,0.03221720443299991,0.03221720443299991,14.016529210000002,9.612928743333333,12.5183382
polar1s,45,4,5,0,H2O,3,22 0 1,22,0 1,O:22,O H H,0.0,1.880369,-0.11963100000000004,-0.13182820379699994,-0.0121972037969999,0.0121972037969999,13.598753386666667,13.4989074,9.94966986
polar1s,45,4,5,1,H2O,3,30 2 6,30,2 6,O:30,O H H,0.0,2.126745,0.12674499999999989,0.12641501426700003,-0.0003299857329998601,0.0003299857329998601,12.881537283333332,15.04492569,14.556706916666668
polar1s,45,4,5,2,H3O,4,28 3 17 19,28,3 17 19,O:28,O H H H,1.0,2.550313,0.550313,0.5476187765589999,-0.002694223441000121,0.002694223441000121,12.387422675,17.3620591675,8.40324914
